,MMM,ALK,ALLE,AAL,AME,AOS,ARNC,BA,CHRW,CAT,CTAS,CPRT,CSX,CMI,DE,DAL,DOV,ETN,EMR,EFX,EXPD,FAST,FDX,FLS,FLR,FTV,FBHS,GD,GE,GWW,HRS,HON,HII,INFO,ITW,IR,JEC,JBHT,JCI,KSU,LLL,LMT,MAS,NLSN,NSC,NOC,PCAR,PH,PNR,PWR,RTN,RSG,RHI,ROK,ROL,ROP,SNA,LUV,SWK,TXT,TDG,UNP,UAL,UPS,URI,UTX,VRSK,WAB,WM,XYL
2001-01-04,119.0,34.0,,,25.81,17.56,33.75,61.0,31.63,48.69,49.75,19.38,27.81,39.81,45.63,,41.63,69.75,72.19,28.62,55.75,48.56,44.26,21.75,34.63,,,69.31,48.06,38.0,31.38,48.06,,,63.0,44.06,47.31,17.81,57.0,10.75,72.5,33.4,26.31,,15.44,79.81,53.06,45.88,23.62,32.13,30.94,16.38,26.19,47.19,19.0,33.88,28.88,34.75,31.0,51.75,,51.44,,61.06,14.88,73.56,,11.44,27.25,
2001-01-05,114.6,33.81,,,25.63,16.94,33.125,58.75,31.25,45.88,47.56,19.5,28.0,38.69,44.19,,40.5,70.0,72.94,28.38,55.0,48.94,43.81,20.44,33.63,,,69.19,47.31,37.63,29.69,46.94,,,63.25,42.44,44.75,17.69,56.0,10.25,70.25,32.85,25.94,,15.38,80.5,53.5,44.88,22.75,29.88,30.25,16.81,23.06,46.94,19.0,33.25,27.94,34.9,30.44,48.38,,51.5,,60.63,14.75,71.13,,11.19,27.25,
2001-01-08,115.3,33.88,,,27.44,16.75,33.625,59.0,30.06,45.75,48.0,19.5,29.13,37.75,43.94,,40.69,67.88,75.44,27.94,55.0,48.94,43.13,20.5,33.69,,,69.56,45.56,36.63,29.44,45.69,,,63.13,41.75,44.69,18.0,54.63,10.5,65.0,32.91,22.75,,16.13,82.13,53.13,44.38,22.5,27.81,29.75,17.13,22.88,46.13,19.06,33.38,28.06,34.0,29.75,48.31,,53.06,,61.06,14.94,72.38,,11.19,27.19,
2001-01-09,113.4,30.94,,,26.44,17.0,32.375,58.94,29.75,45.69,49.75,18.56,29.25,37.88,44.13,,39.63,68.56,76.0,28.5,52.75,47.31,42.27,21.56,33.56,,,69.81,44.63,36.06,27.81,44.69,,,62.19,42.0,43.75,17.56,55.44,10.44,72.12,34.24,23.38,,16.13,82.75,51.75,44.0,22.69,27.56,31.5,16.56,21.13,46.56,19.25,33.13,28.38,32.02,29.94,48.75,,53.44,,61.0,14.69,70.63,,12.75,28.31,
2001-01-10,112.3,30.88,,,27.69,17.0,32.75,60.38,29.44,45.06,48.5,18.25,28.56,37.56,43.69,,39.75,69.69,75.81,28.69,51.5,48.56,41.91,21.5,33.56,,,70.0,44.69,37.31,28.06,45.19,,,61.63,41.56,43.63,18.25,56.81,10.38,72.0,33.77,22.69,,15.88,86.06,50.63,44.13,23.12,27.63,32.75,16.31,22.75,46.44,19.81,34.25,27.69,31.95,29.81,48.75,,52.44,,58.5,15.19,72.25,,12.81,27.5,
2001-01-11,112.1,30.19,,,27.06,17.0,31.5,59.13,28.0,45.44,46.63,17.88,28.5,37.25,43.06,,39.94,68.75,77.5,28.38,52.31,49.83,41.2,21.19,33.44,,,68.44,46.56,37.06,28.88,47.38,,,60.94,41.0,44.06,18.06,58.31,10.5,74.0,33.59,23.0,,15.81,88.13,51.25,44.25,23.62,30.5,31.19,16.0,23.13,46.0,19.69,35.0,28.31,30.85,29.94,49.44,,53.19,,59.25,14.81,73.88,,13.19,26.88,
2001-01-12,109.7,29.88,,,26.94,16.69,31.8125,60.63,27.31,43.69,44.44,17.88,27.5,37.81,40.88,,40.81,66.75,76.69,28.75,51.88,49.19,41.5,21.69,33.25,,,67.56,45.69,36.88,28.25,46.5,,,60.25,38.75,43.81,19.58,59.25,10.0,73.94,33.55,23.31,,15.44,86.88,51.13,43.5,23.75,30.56,31.25,15.88,23.0,44.31,19.69,33.81,28.25,30.67,29.81,48.63,,51.75,,58.94,14.88,70.69,,13.25,26.31,
2001-01-16,113.5,30.0,,,26.13,16.81,33.5625,61.0,27.81,44.69,45.0,17.31,28.63,38.56,42.0,,42.0,66.88,77.56,29.06,51.63,48.44,42.35,21.5,33.0,,,68.63,47.38,36.5,27.63,47.88,,,62.5,40.0,43.13,19.69,59.63,10.63,72.38,33.4,23.38,,16.13,87.31,53.0,43.88,22.81,30.75,30.62,16.25,22.94,46.94,19.63,33.44,28.38,29.82,29.94,49.0,,52.25,,59.44,16.0,70.94,,13.44,27.25,
2001-01-17,110.0,29.5,,,27.44,16.63,33.5625,58.75,28.06,45.0,46.06,16.81,28.81,37.5,41.25,,41.81,67.13,74.88,29.44,52.38,48.56,43.75,22.06,33.44,,,66.75,46.69,36.69,27.69,48.0,,,63.31,39.88,42.38,20.19,58.44,11.63,72.44,32.02,23.75,,16.5,87.0,51.94,44.06,23.38,30.94,30.19,15.75,23.19,45.81,18.75,34.31,29.19,29.2,29.94,47.94,,52.63,,59.38,15.81,72.13,,13.13,26.5,
2001-01-18,109.0,29.81,,,26.5,16.63,34.4375,57.38,28.38,41.75,46.19,17.0,28.25,37.88,40.44,,42.0,66.63,72.88,28.75,52.48,50.63,41.5,22.06,33.44,,,67.88,47.63,36.06,28.25,48.88,,,61.94,39.25,43.56,20.25,61.38,11.5,73.06,31.95,22.75,,16.56,85.19,52.81,43.44,22.94,30.13,29.81,15.94,23.13,45.81,18.56,36.38,28.69,29.88,29.56,48.63,,52.56,,60.25,15.19,73.06,,13.19,25.5,
2001-01-19,106.8,30.0,,,26.94,16.31,32.6875,55.69,28.06,40.63,46.81,17.06,27.69,36.88,40.13,,42.31,64.5,72.75,28.81,51.13,50.63,39.91,23.13,32.94,,,68.38,47.0,36.06,26.25,48.38,,,61.88,38.88,43.13,20.31,61.13,10.88,73.06,31.73,22.38,,16.13,83.19,50.38,42.94,24.31,30.0,29.56,15.94,22.25,46.0,18.56,36.56,28.69,28.9,29.56,48.63,,51.94,,60.25,15.19,71.06,,13.25,25.69,
2001-01-22,108.9,30.31,,,26.63,16.19,33.5625,56.0,28.13,40.88,45.81,17.75,28.25,37.0,40.0,,41.06,66.81,72.38,28.69,52.44,49.31,41.23,23.0,32.44,,,69.94,45.75,36.0,27.5,47.06,,,62.13,38.88,43.13,19.13,60.63,11.5,72.88,33.26,22.19,,16.38,87.19,52.38,42.31,25.69,29.88,30.69,15.81,22.75,45.56,18.31,37.13,28.88,28.43,28.63,45.94,,52.25,,60.31,15.56,71.88,,13.44,26.5,
2001-01-23,111.0,32.19,,,26.63,16.0,33.9375,57.5,28.5,41.63,47.63,18.2,28.06,37.75,41.63,,40.81,66.0,73.75,30.38,51.31,51.58,42.84,22.38,32.63,,,69.38,46.69,35.88,27.94,47.88,,,63.63,39.06,44.13,19.81,62.06,11.81,76.12,33.0,23.31,,16.31,89.5,53.44,43.06,25.38,33.56,32.13,15.69,22.56,45.69,18.25,37.88,28.38,29.35,28.5,47.13,,51.06,,60.94,16.13,72.75,,13.31,25.0,
2001-01-24,107.1,30.5,,,26.69,16.19,34.5625,57.44,26.81,42.19,46.25,17.44,27.94,37.31,41.81,,41.0,65.44,74.69,30.69,51.25,50.69,42.04,22.06,32.56,,,69.88,46.31,36.75,27.81,47.38,,,62.75,40.06,44.63,19.0,62.13,11.56,76.38,32.0,23.75,,15.56,86.0,51.63,43.56,26.94,35.44,31.69,15.88,24.75,45.38,18.0,37.81,28.19,28.59,30.0,47.94,,49.94,,60.25,15.94,73.0,,13.31,24.75,
2001-01-25,109.5,31.56,,,26.56,16.13,35.4375,59.25,27.81,43.31,47.69,18.0,28.0,37.31,42.69,,40.5,66.06,74.5,29.75,52.56,52.38,43.4,22.13,33.19,,,72.38,45.94,36.81,27.94,47.31,,,64.31,42.69,45.5,19.5,62.19,11.5,76.38,34.51,23.56,,15.19,88.69,50.94,44.63,26.81,35.19,34.94,15.81,25.06,47.31,17.38,37.38,28.25,29.62,30.56,48.38,,50.0,,60.38,16.56,75.56,,12.94,24.81,
2001-01-26,107.3,30.38,,,26.38,16.31,34.5625,58.06,27.44,43.25,48.5,18.25,26.69,36.69,41.69,,40.0,66.13,72.63,29.06,53.56,51.81,43.71,22.44,33.19,,,71.75,44.63,36.13,27.69,46.44,,,64.75,42.31,45.25,19.52,62.13,11.63,76.56,34.88,23.31,,15.31,89.25,51.5,42.94,26.56,34.25,34.31,15.75,25.63,46.81,16.88,36.19,28.56,29.94,32.44,48.31,,49.13,,60.38,16.94,73.13,,13.38,25.81,
2001-01-29,107.3,31.2,,,26.4,16.45,34.02,56.46,27.89,43.1,49.5,18.75,27.25,37.01,42.07,,40.1,66.91,71.39,29.07,58.5,54.44,44.03,22.6,32.82,,,70.8,44.38,36.0,28.5,45.8,,,64.56,42.4,46.65,18.13,62.25,12.54,80.14,35.05,23.39,,15.56,89.09,51.0,43.0,27.24,33.28,34.68,15.87,26.04,46.0,16.95,36.74,28.74,30.46,32.61,49.07,,50.24,,60.8,17.47,73.6,,13.37,25.38,
2001-01-30,111.4,31.8,,,26.44,16.65,35.42,56.15,27.75,44.4,47.44,18.81,28.58,38.0,42.91,,41.24,68.71,73.7,29.43,57.0,56.94,44.44,22.87,31.82,,,70.68,46.25,37.0,29.5,47.37,,,64.82,43.49,47.0,18.94,62.8,12.73,79.01,34.74,23.5,,15.7,87.31,51.69,44.15,27.24,33.16,35.3,14.55,27.22,46.99,17.0,36.4,29.07,30.55,33.0,50.4,,51.81,,61.6,18.18,74.42,,12.99,24.42,
2001-01-31,110.7,32.34,,,26.64,16.9,36.74,58.5,29.94,44.22,46.69,18.81,30.5,37.52,42.92,,41.4,68.8,76.0,29.65,58.31,56.56,45.38,22.54,32.44,,,70.98,45.98,39.38,30.2,47.25,,,65.5,44.31,47.75,19.06,61.6,12.63,80.21,34.68,24.0,,16.33,86.68,50.38,43.8,27.74,32.24,35.19,13.75,26.75,47.18,17.65,38.3,29.5,31.33,34.32,51.0,,52.98,,61.9,17.29,74.98,,13.85,24.4,
2001-02-01,111.6,31.98,,,26.69,17.2,38.0,56.52,28.0,44.33,45.44,18.56,31.36,37.41,42.37,,41.24,69.13,73.6,30.96,57.88,56.81,45.27,22.55,34.51,,,69.93,46.23,37.46,29.4,47.74,,,67.0,44.2,48.85,19.31,60.96,12.75,80.92,36.21,24.32,,16.55,86.59,51.06,43.77,29.02,32.94,36.59,14.14,26.56,48.0,17.59,37.42,30.05,32.36,33.69,50.75,,53.3,,61.57,17.29,74.15,,13.46,24.41,
2001-02-02,108.7,32.3,,,26.24,17.64,37.55,56.85,29.38,44.27,44.0,18.0,30.5,37.18,42.5,,40.78,68.87,72.6,30.77,56.5,57.44,44.29,22.8,34.12,,,69.88,46.28,37.26,28.36,47.7,,,64.96,44.41,50.76,19.19,60.28,13.1,81.1,36.4,24.16,,16.4,86.9,51.0,43.28,27.9,31.61,35.5,14.66,26.26,47.03,18.02,36.81,30.51,32.16,33.4,50.01,,52.97,,61.1,16.81,73.96,,13.43,24.0,
2001-02-05,109.8,32.88,,,26.4,17.93,36.88,57.93,28.88,43.77,45.5,18.11,30.6,36.16,42.36,,41.37,68.9,75.7,31.25,57.31,58.0,44.18,22.55,33.7,,,68.1,47.85,37.35,28.54,49.42,,,65.18,43.77,50.35,19.0,61.38,13.12,79.65,36.3,24.25,,16.29,86.98,51.69,42.66,27.63,31.79,35.84,14.8,26.36,47.3,18.24,37.18,30.5,31.71,34.1,50.63,,52.45,,60.24,17.0,74.2,,13.5,23.87,
2001-02-06,111.7,33.31,,,26.4,18.05,37.24,56.73,29.56,43.52,45.63,18.5,30.83,36.75,41.89,,41.11,69.93,75.0,31.05,57.25,57.69,43.8,20.75,35.01,,,67.3,47.6,36.39,29.15,49.25,,,64.69,43.55,50.68,19.13,60.95,14.25,79.0,35.94,23.05,,16.35,86.54,51.44,43.07,28.55,30.1,35.39,15.5,26.5,47.54,18.4,37.34,30.5,31.98,34.36,51.35,,52.9,,59.61,17.05,74.36,,13.4,24.6,
2001-02-07,111.9,33.16,,,26.45,18.58,36.8,57.45,29.53,43.61,46.75,19.0,29.95,37.7,42.41,,41.0,69.3,75.56,32.14,57.06,58.25,43.09,20.93,36.22,,,65.86,46.95,36.85,28.41,48.55,,,64.61,44.54,50.92,19.13,59.9,13.74,78.86,36.13,23.48,,16.15,86.69,52.44,42.99,28.58,30.75,33.81,15.5,26.5,46.89,18.6,37.39,30.08,31.98,34.28,51.33,,52.76,,59.68,17.16,74.26,,13.59,24.92,
2001-02-08,112.1,32.48,,,26.32,18.37,37.0,57.51,29.31,43.18,46.88,19.39,30.68,36.86,42.24,,41.08,70.26,75.52,32.14,57.02,57.0,44.86,20.92,38.01,,,67.48,47.14,36.4,28.52,48.78,,,64.74,44.65,51.15,18.63,59.82,14.4,81.25,36.63,23.3,,17.0,87.18,52.44,42.63,29.09,30.4,33.75,15.1,26.5,47.0,18.29,36.85,30.0,31.7,35.3,51.36,,53.05,,59.96,17.39,75.01,,13.64,24.0,
2001-02-09,110.7,31.86,,,26.39,17.9,37.1,57.34,29.25,43.0,47.88,18.75,30.81,36.29,42.83,,40.4,69.75,71.74,32.98,55.5,57.88,43.33,20.9,38.52,,,66.75,45.66,35.96,27.5,47.2,,,63.84,44.06,52.2,19.06,59.16,14.64,83.61,36.13,23.34,,17.47,86.45,50.56,42.44,28.5,28.61,33.41,15.55,26.5,45.24,18.62,36.92,30.05,31.01,34.33,51.48,,53.94,,59.82,17.34,74.88,,13.48,23.99,
2001-02-12,112.5,31.9,,,27.05,17.99,36.49,59.07,29.06,43.13,48.0,19.63,31.72,36.75,41.71,,40.6,69.95,71.26,32.31,56.05,57.88,43.68,21.03,39.4,,,66.41,47.51,35.85,27.55,49.06,,,64.85,44.82,53.8,19.06,59.7,14.0,83.86,34.9,23.34,,17.78,86.0,51.06,42.63,28.5,28.89,33.3,15.88,26.51,46.47,18.48,37.48,30.65,31.86,34.8,52.42,,53.9,,60.2,17.88,75.0,,13.49,24.2,
2001-02-13,114.1,31.85,,,27.4,17.9,35.7,60.72,29.75,43.26,46.13,19.88,32.26,37.31,42.15,,40.99,70.3,70.1,32.34,56.75,58.25,44.7,21.27,39.19,,,68.25,47.16,36.14,28.52,48.7,,,65.28,44.62,54.82,19.11,59.69,14.6,85.68,36.91,23.77,,18.16,88.65,49.5,42.81,29.11,27.81,33.96,16.01,26.5,47.12,19.58,37.9,30.73,32.19,35.92,52.57,,54.72,,60.03,18.66,77.4,,13.23,24.8,
2001-02-14,111.0,31.73,,,27.96,17.84,35.49,60.59,29.63,42.92,46.56,19.19,31.25,37.05,41.96,,40.54,70.25,70.7,32.41,57.5,59.0,43.65,21.26,38.7,,,69.15,46.26,35.69,28.54,47.67,,,64.26,43.98,55.86,18.69,59.99,13.58,84.47,35.82,23.18,,17.48,87.3,49.94,42.24,28.4,29.13,33.23,15.99,26.52,46.72,19.34,38.0,30.15,31.01,35.9,51.8,,52.67,,60.09,16.93,77.0,,13.49,24.37,
2001-02-15,114.8,31.2,,,28.06,18.0,36.38,60.15,30.19,44.12,46.13,20.25,31.49,38.54,42.05,,41.46,70.76,72.88,32.2,58.13,61.19,45.12,21.77,39.18,,,68.91,47.98,36.28,29.11,48.5,,,65.36,45.52,55.35,17.88,60.24,13.5,88.26,35.69,23.85,,17.65,89.62,50.88,43.01,28.48,30.05,33.1,16.0,26.6,47.48,19.9,37.9,30.45,31.5,36.88,53.66,,53.85,,60.14,17.89,79.0,,13.75,24.23,
2001-02-16,113.2,30.46,,,27.02,17.65,35.0,59.99,30.02,43.67,44.8,19.56,31.79,37.56,41.85,,40.94,70.38,69.46,32.2,57.19,60.0,44.59,21.59,37.54,,,70.59,47.0,35.18,28.12,48.21,,,63.92,44.66,54.13,17.94,57.65,13.65,85.1,36.25,23.06,,18.03,90.0,49.19,42.37,28.5,28.02,33.79,15.99,26.01,45.69,19.67,36.66,29.69,20.49,36.07,53.09,,53.3,,60.03,17.26,78.25,,13.64,23.67,
2001-02-20,113.8,29.0,,,26.76,18.0,35.2,61.85,30.25,41.8,45.0,19.38,32.73,37.17,40.41,,40.8,72.23,67.26,31.57,58.13,58.44,43.28,22.75,36.2,,,69.99,47.69,35.17,26.9,49.2,,,63.81,44.06,54.8,18.19,57.6,13.88,85.19,37.48,22.8,,18.5,91.7,48.56,42.81,28.8,27.51,33.74,16.17,25.26,45.44,19.3,37.87,29.97,20.26,36.46,54.0,,53.7,,60.1,16.95,78.75,,13.5,23.98,
2001-02-21,111.3,29.12,,,27.15,18.33,34.32,60.2,29.56,40.96,45.13,19.38,32.78,37.15,39.75,,40.31,72.66,67.01,31.44,59.44,56.94,42.01,22.2,36.1,,,69.81,47.3,34.19,26.08,48.67,,,63.03,44.1,53.2,17.13,55.0,13.59,88.15,36.85,22.3,,18.17,94.75,48.81,41.83,28.28,26.48,33.52,16.12,25.25,45.96,19.98,37.0,29.35,19.96,36.49,53.5,,52.9,,58.9,16.98,79.12,,13.64,23.72,
2001-02-22,110.3,28.85,,,27.07,18.2,35.35,61.28,29.63,40.69,44.81,19.81,32.6,36.64,39.63,,39.61,72.69,66.36,30.6,59.19,55.94,42.0,22.22,36.71,,,68.93,47.1,34.1,25.7,48.2,,,62.86,44.18,54.0,16.13,55.0,13.68,86.1,37.75,22.26,,18.18,94.0,48.0,41.67,27.4,28.85,33.82,16.19,25.07,45.4,19.47,36.81,28.87,19.6,35.21,52.5,,53.78,,58.29,16.82,78.45,,13.64,23.5,
2001-02-23,110.4,28.5,,,27.11,18.4,34.69,61.61,29.69,40.09,43.38,19.94,33.22,36.4,39.31,,38.78,71.8,65.05,30.29,58.31,55.69,41.68,22.3,37.05,,,69.37,46.18,33.44,25.35,47.0,,,62.33,43.47,55.53,16.69,53.78,13.85,85.35,36.95,21.76,,17.77,94.25,49.38,41.51,27.0,29.2,33.15,16.17,23.65,45.57,19.65,37.3,28.87,19.1,34.32,51.89,,54.34,,57.6,17.0,77.25,,13.64,23.05,
2001-02-26,111.4,29.59,,,27.7,18.54,36.0,62.76,29.81,41.63,45.94,20.5,33.44,38.27,40.87,,39.32,72.54,67.43,30.45,58.13,57.94,41.45,22.0,39.5,,,70.68,47.98,35.02,26.05,48.68,,,62.23,44.65,57.6,17.31,55.28,14.28,86.02,37.98,22.89,,18.03,96.45,49.38,43.19,27.28,30.81,33.67,16.25,24.63,46.06,19.93,37.97,28.92,19.3,35.38,53.18,,55.24,,57.65,16.99,78.45,,13.89,23.42,
2001-02-27,113.0,29.02,,,27.78,18.8,36.25,63.7,29.63,42.49,42.75,18.19,33.67,37.6,40.87,,38.95,71.82,67.79,30.8,58.69,58.88,41.7,21.06,38.48,,,69.72,48.0,35.07,24.8,48.15,,,60.9,44.19,56.9,16.81,54.2,14.45,82.56,38.0,23.23,,18.19,95.3,48.56,43.3,27.25,28.7,33.75,16.25,24.25,45.76,19.53,38.29,28.78,19.2,35.95,54.74,,55.71,,58.11,16.28,79.65,,14.0,24.75,
2001-02-28,112.8,28.58,,,27.6,18.52,35.76,62.2,29.88,41.6,36.02,18.94,33.44,36.95,40.7,,38.36,71.15,66.9,30.31,58.38,60.0,40.93,21.0,38.12,,,68.18,46.5,35.01,25.11,46.73,,,60.55,43.35,56.26,15.81,54.65,14.98,81.98,37.46,23.37,,18.09,93.95,46.38,43.03,27.7,27.61,33.21,16.64,24.06,45.96,20.2,38.78,28.3,18.6,34.8,52.98,,54.94,,56.53,17.11,77.91,,14.0,25.37,
2001-03-01,109.6,27.3,,,27.55,18.54,36.48,59.65,30.0,42.0,37.13,20.38,33.36,37.62,40.62,,38.3,70.2,65.9,30.76,58.25,60.13,41.02,21.42,38.25,,,67.1,45.91,35.01,24.67,46.05,,,60.49,43.3,56.11,15.94,54.6,15.02,83.38,36.73,23.69,,17.7,94.19,47.0,42.82,27.54,26.55,30.84,16.9,24.05,45.97,19.95,36.29,28.63,18.0,35.14,52.25,,54.29,,56.0,17.09,78.01,,14.0,24.65,
2001-03-02,111.3,28.24,,,27.87,19.7,37.0,60.1,29.75,42.68,36.69,20.31,33.0,38.49,41.3,,39.59,72.0,66.32,31.76,55.75,60.13,41.95,22.0,40.41,,,66.6,44.57,35.94,24.07,44.79,,,61.63,44.1,57.05,15.75,54.09,14.8,81.76,38.3,23.95,,17.22,97.0,47.44,43.1,28.3,26.19,30.67,17.11,24.76,46.92,20.12,36.19,29.28,18.0,36.47,53.55,,55.05,,56.94,17.9,78.05,,13.9,25.2,
2001-03-05,112.2,27.86,,,28.4,19.55,38.08,61.91,29.56,44.33,36.44,21.0,33.05,40.06,42.41,,39.64,73.55,67.6,31.25,56.0,59.56,42.48,22.74,46.35,,,69.1,45.08,36.82,23.8,45.65,,,64.79,46.4,57.35,15.94,52.99,14.9,82.7,38.44,24.09,,17.41,96.8,49.06,44.7,29.05,27.51,31.45,17.3,24.18,48.3,20.12,36.95,29.98,18.42,37.17,54.63,,55.54,,57.75,17.2,80.1,,13.3,25.88,
2001-03-06,112.3,28.1,,,28.35,19.4,37.99,62.13,30.33,44.51,37.5,20.44,32.89,40.28,42.73,,40.39,72.54,68.87,31.92,56.63,60.19,43.12,23.14,43.06,,,69.73,45.42,36.66,23.9,46.25,,,65.49,46.0,57.05,16.31,54.9,14.84,86.81,37.38,23.75,,17.37,96.9,48.56,44.16,29.5,27.79,29.85,17.28,24.29,48.26,20.25,37.41,30.43,18.73,37.31,55.82,,55.0,,57.37,17.37,80.37,,13.56,25.59,
2001-03-07,112.9,28.24,,,28.11,19.87,39.29,64.1,31.0,46.8,37.25,21.0,33.03,42.61,45.32,,40.97,73.23,67.2,31.45,56.75,62.38,43.2,23.9,44.8,,,72.07,45.98,37.06,24.38,46.48,,,66.45,47.92,57.12,17.0,56.23,14.82,89.6,39.05,23.93,,17.58,96.32,49.88,45.03,29.85,28.21,29.08,17.48,24.5,47.8,20.77,37.44,30.52,18.96,37.57,57.55,,54.82,,58.35,17.49,81.69,,13.75,25.9,
2001-03-08,117.2,28.85,,,28.06,19.8,39.0,64.75,30.5,47.79,37.06,21.5,33.42,42.63,45.91,,40.95,74.77,67.9,32.43,55.38,62.44,43.85,22.75,46.75,,,72.14,45.87,37.13,24.48,46.33,,,67.48,48.48,57.39,16.81,56.56,15.11,89.1,38.6,25.01,,17.95,97.54,50.31,46.05,30.57,26.95,29.01,18.39,24.46,48.62,20.79,37.76,30.75,18.44,38.0,59.26,,56.6,,59.2,18.28,82.08,,13.77,27.15,
2001-03-09,116.4,28.45,,,27.98,20.0,37.0,65.5,30.38,46.84,37.0,21.81,33.33,42.07,44.47,,40.1,73.2,69.79,32.45,53.19,61.31,43.92,23.25,46.84,,,71.95,43.81,36.73,24.18,43.98,,,64.59,47.71,56.74,15.88,53.43,14.95,90.0,38.56,24.45,,17.73,97.48,48.19,45.0,30.25,25.85,29.77,18.41,24.09,47.62,21.05,37.5,30.0,17.17,37.11,59.12,,56.83,,58.83,19.44,81.7,,13.6,26.95,
2001-03-12,111.8,28.0,,,27.7,19.9,35.99,61.0,28.56,44.96,35.63,20.0,33.17,41.0,42.6,,38.92,73.15,70.18,30.96,48.5,60.13,41.9,22.7,46.21,,,69.12,39.6,35.28,23.82,40.4,,,63.5,45.96,55.11,15.5,50.7,14.02,86.85,38.99,23.98,,17.34,96.3,45.75,44.76,28.35,24.26,30.01,18.76,23.43,46.5,20.4,36.5,29.0,16.76,36.7,57.05,,56.15,,57.36,18.67,78.4,,12.45,26.2,
2001-03-13,107.7,28.38,,,27.05,19.85,37.05,60.57,28.25,46.05,35.06,20.06,30.87,41.05,43.55,,38.49,74.22,69.12,30.51,49.75,60.98,42.0,22.67,45.0,,,69.79,42.33,34.23,23.12,42.23,,,62.4,45.65,53.73,14.94,46.83,13.23,86.73,38.34,24.07,,16.35,93.15,48.13,44.1,28.64,23.75,29.75,18.85,22.5,47.02,20.06,36.94,28.65,16.59,35.87,56.4,,55.0,,57.4,19.43,79.25,,13.0,25.6,
2001-03-14,107.5,27.75,,,27.1,19.45,35.55,58.02,26.39,44.79,34.0,19.94,29.49,39.8,42.24,,37.42,70.3,66.31,29.98,46.06,60.88,41.18,21.8,42.97,,,69.4,41.03,33.49,23.26,40.65,,,62.05,45.35,52.0,13.75,45.38,12.25,83.8,37.64,23.6,,15.87,90.8,46.25,43.11,27.95,22.91,28.61,18.45,22.72,46.09,19.7,36.41,28.0,16.7,34.97,56.06,,53.09,,56.85,18.45,75.0,,12.7,25.4,
2001-03-15,109.2,27.6,,,27.0,19.3,35.77,56.1,25.44,45.0,35.63,19.56,30.02,39.96,42.06,,37.44,70.74,66.97,30.24,46.75,62.44,41.32,22.05,44.96,,,68.61,41.08,33.67,23.49,40.51,,,62.1,45.48,53.65,14.31,46.8,12.76,82.16,37.5,23.25,,15.82,88.75,46.38,44.1,27.28,22.94,28.05,18.0,22.88,45.49,19.68,36.4,28.74,17.55,34.0,56.97,,52.87,,56.65,18.0,75.75,,12.95,25.48,
2001-03-16,106.0,26.69,,,25.57,18.85,34.99,53.75,23.63,44.6,36.06,18.88,27.99,38.76,41.28,,36.54,67.87,61.78,30.13,44.25,61.63,40.8,20.77,44.1,,,67.9,40.6,31.99,23.7,39.5,,,59.8,43.95,52.08,13.56,44.75,11.99,78.13,37.0,22.67,,14.89,87.01,44.81,42.67,26.98,21.64,27.35,18.25,22.71,42.2,19.33,34.63,28.36,17.89,32.57,56.7,,50.28,,55.75,17.54,71.43,,12.46,26.31,
2001-03-19,108.0,25.75,,,26.18,19.12,35.93,56.02,25.88,45.14,38.06,18.81,29.51,39.98,41.37,,37.0,71.1,64.5,30.16,47.0,59.47,41.93,21.15,43.64,,,68.34,41.1,31.09,23.7,40.55,,,59.29,44.0,52.41,14.61,45.4,12.54,81.9,36.2,22.88,,15.52,89.77,47.63,43.3,26.74,23.0,26.95,18.18,22.69,43.8,19.6,36.56,28.66,17.35,33.41,57.83,,51.6,,56.01,17.25,73.05,,12.84,26.6,
2001-03-20,105.2,25.96,,,25.62,19.25,36.28,55.0,27.31,43.87,35.38,19.44,28.99,38.61,40.33,,36.51,68.7,63.66,30.07,47.0,56.81,40.25,21.01,43.46,,,67.25,40.05,31.14,23.37,39.45,,,58.26,43.33,53.76,14.14,44.7,12.61,79.36,34.97,22.2,,15.35,88.55,44.75,41.79,27.33,21.96,26.75,18.36,22.0,42.01,19.09,36.75,29.2,17.05,33.85,56.91,,51.83,,55.52,17.01,71.83,,12.49,26.7,
2001-03-21,103.6,25.48,,,24.88,18.9,34.64,53.85,27.27,42.18,37.25,18.88,29.33,37.38,38.17,,35.26,66.3,59.81,29.5,47.88,54.94,42.6,20.25,42.38,,,65.5,39.0,30.28,23.85,37.77,,,56.72,41.7,53.26,14.25,44.49,12.27,78.15,34.46,22.36,,15.16,85.85,44.44,40.31,24.75,20.59,26.99,18.05,21.67,40.49,18.95,35.1,28.56,16.9,33.06,54.79,,52.63,,57.7,16.18,69.72,,12.0,26.21,
2001-03-22,101.8,25.05,,,25.1,18.4,33.34,52.0,27.06,41.37,38.56,18.0,28.89,37.31,37.66,,34.61,66.46,59.98,28.97,46.0,53.31,41.03,19.9,40.32,,,64.36,37.7,30.23,23.85,35.93,,,57.7,40.02,50.74,14.64,43.95,12.01,77.2,34.0,21.8,,14.72,86.28,44.13,39.42,23.74,21.15,26.0,17.04,21.68,39.0,18.55,34.68,29.11,16.65,32.25,53.78,,52.35,,55.89,16.02,67.35,,11.99,24.49,
