,APD,ALB,AVY,BLL,CE,CF,DOW,DWDP,EMN,ECL,FMC,FCX,IP,IFF,LIN,LYB,MLM,MOS,NEM,NUE,PKG,PPG,SEE,SHW,VMC,WRK
1998-08-19,35.13,18.25,57.06,43.13,,,,,57.13,29.81,58.94,13.19,42.8125,42.31,,,47.06,21.56,17.69,42.19,,59.81,43.0,28.75,116.4,
1998-08-20,35.44,18.25,58.13,45.19,,,,,57.75,29.63,59.5,13.5,42.375,42.94,,,47.75,20.81,18.19,41.94,,59.38,43.25,28.25,115.6,
1998-08-21,35.38,17.44,57.75,44.81,,,,,56.56,29.5,58.19,12.81,41.5,41.81,,,46.81,19.12,17.38,41.5,,57.25,42.88,27.25,113.8,
1998-08-24,34.75,18.88,58.75,45.19,,,,,57.25,29.44,58.94,12.81,42.875,41.5,,,47.31,19.0,17.0,41.25,,57.06,43.19,27.25,116.0,
1998-08-25,33.94,18.81,58.88,43.88,,,,,56.75,29.81,58.81,12.81,42.9375,42.25,,,47.5,19.0,16.88,41.0,,57.63,43.94,26.94,118.8,
1998-08-26,33.31,18.63,58.69,41.63,,,,,56.06,29.19,57.44,12.31,41.0,41.75,,,46.44,18.94,16.0,39.31,,57.88,42.94,26.81,117.3,
1998-08-27,31.88,17.5,55.63,40.56,,,,,53.38,28.31,54.5,12.13,39.4375,40.25,,,44.88,19.0,14.75,38.19,,55.19,40.75,26.56,114.1,
1998-08-28,31.94,17.63,55.75,39.25,,,,,52.94,28.25,53.38,11.88,39.0,39.94,,,44.19,18.19,14.44,37.25,,53.69,39.13,25.31,112.9,
1998-08-31,30.56,16.81,53.69,37.44,,,,,51.56,27.81,51.75,11.63,37.0,38.75,,,42.63,18.38,13.69,35.94,,51.0,36.0,23.88,111.5,
1998-09-01,31.81,17.25,49.75,34.75,,,,,51.69,28.38,52.0,11.69,37.8125,38.31,,,43.44,18.69,14.31,39.25,,52.06,34.31,25.38,112.3,
1998-09-02,31.63,17.56,48.06,33.0,,,,,52.13,28.56,52.69,11.25,38.25,38.06,,,44.56,19.44,14.5,38.06,,51.56,36.5,25.31,112.4,
1998-09-03,32.13,17.56,48.44,31.19,,,,,50.88,27.81,52.75,12.75,38.6875,37.63,,,45.56,20.62,17.25,38.25,,52.94,36.0,25.0,109.9,
1998-09-04,31.5,17.5,47.06,30.63,,,,,51.25,27.69,53.0,13.44,39.625,38.25,,,45.75,20.81,20.0,38.81,,52.69,34.56,24.31,109.4,
1998-09-08,32.5,18.0,48.75,31.81,,,,,53.56,28.44,54.38,13.44,42.3125,40.5,,,46.5,22.69,19.0,39.88,,54.63,37.0,25.5,110.8,
1998-09-09,32.25,17.56,49.06,30.44,,,,,52.06,28.13,54.31,13.0,42.25,39.38,,,46.56,22.0,18.0,38.88,,53.88,36.13,25.38,109.5,
1998-09-10,31.0,17.5,47.5,29.31,,,,,50.19,28.06,53.25,13.56,41.5,37.06,,,42.94,21.25,20.94,36.31,,50.5,33.75,23.69,102.7,
1998-09-11,31.5,17.63,48.13,29.13,,,,,51.63,28.5,53.5,13.44,41.6875,37.38,,,44.38,21.19,20.56,38.25,,52.5,33.94,22.25,104.5,
1998-09-14,31.94,18.0,49.0,30.5,,,,,52.44,28.06,55.75,13.25,42.375,35.94,,,44.25,20.56,19.75,38.5,,53.94,34.94,23.19,105.0,
1998-09-15,32.94,18.63,49.5,30.25,,,,,52.81,28.75,54.56,12.63,44.3125,35.75,,,43.69,20.31,19.38,38.25,,55.38,34.56,22.56,105.3,
1998-09-16,33.31,18.69,51.0,32.63,,,,,53.56,28.81,54.13,12.81,44.5,34.88,,,43.69,20.25,18.88,38.06,,54.44,34.56,21.63,107.2,
1998-09-17,32.88,18.44,50.38,32.31,,,,,51.56,28.25,52.81,12.69,43.625,34.13,,,42.75,20.0,20.81,37.25,,52.88,34.38,21.0,104.9,
1998-09-18,32.69,18.5,50.38,33.0,,,,,50.88,28.25,52.75,12.31,43.5625,34.25,,,42.69,19.88,20.94,36.94,,52.13,34.38,20.75,104.3,
1998-09-21,32.06,18.5,50.38,33.13,,,,,50.38,29.13,52.25,11.69,43.5625,33.5,,,43.19,19.94,19.69,36.81,,52.06,34.25,20.69,102.9,
1998-09-22,31.25,18.69,51.44,33.88,,,,,50.13,29.25,51.94,12.06,44.375,33.88,,,42.31,20.0,19.25,38.25,,52.0,34.0,20.75,102.8,
1998-09-23,30.88,19.0,52.63,35.0,,,,,52.44,29.44,53.0,12.56,45.3125,34.75,,,43.0,20.31,20.63,39.94,,53.06,34.94,20.75,104.7,
1998-09-24,30.88,18.69,51.75,35.19,,,,,50.88,29.0,52.44,13.13,46.875,33.94,,,42.75,19.56,23.38,39.38,,53.0,34.63,20.44,103.6,
1998-09-25,31.06,18.63,51.81,34.38,,,,,50.25,29.69,51.56,13.0,48.4375,33.38,,,42.88,19.38,22.88,41.88,,52.63,32.81,20.06,104.0,
1998-09-28,30.81,18.31,49.63,35.19,,,,,52.19,29.38,51.69,13.0,49.0625,33.25,,,43.06,19.38,24.75,42.88,,55.69,33.69,20.56,104.1,
1998-09-29,30.88,18.31,43.19,35.25,,,,,51.63,28.94,52.5,12.06,49.0,32.81,,,43.0,19.5,23.69,42.81,,56.63,33.5,20.94,102.1,
1998-09-30,29.75,18.81,43.69,35.25,,,,,50.44,28.44,51.56,11.94,46.625,33.0,,,43.19,19.38,24.25,40.63,,54.56,31.88,21.75,101.2,
1998-10-01,29.88,20.13,41.81,32.69,,,,,50.25,28.0,49.19,12.06,44.875,33.5,,,42.56,18.81,26.38,39.13,,52.25,31.56,21.63,98.31,
1998-10-02,30.13,19.81,41.19,33.0,,,,,49.63,31.0,50.25,12.13,45.3125,33.31,,,44.0,19.06,28.63,38.94,,52.75,31.25,22.06,97.13,
1998-10-05,30.13,19.0,41.44,32.81,,,,,50.0,29.13,50.81,11.88,45.8125,33.25,,,43.81,18.62,27.25,38.88,,52.75,29.56,22.38,96.75,
1998-10-06,31.44,19.06,41.69,32.88,,,,,51.81,29.63,50.75,11.81,45.5625,33.19,,,42.75,18.94,28.06,37.81,,52.94,29.69,22.88,96.44,
1998-10-07,31.75,19.38,42.06,30.88,,,,,52.88,28.88,50.44,11.81,45.125,34.06,,,42.5,18.69,30.06,38.0,,54.0,29.31,22.94,99.0,
1998-10-08,30.0,19.5,42.13,30.13,,,,,51.31,27.0,50.69,11.56,44.0,34.31,,,39.94,18.44,29.31,40.5,,52.69,27.88,22.88,97.5,
1998-10-09,31.0,20.13,43.88,30.94,,,,,52.69,28.88,49.19,11.25,46.0,34.44,,,41.75,18.94,25.63,42.0,,56.5,28.75,23.13,97.0,
1998-10-12,32.5,19.63,46.0,29.44,,,,,52.94,28.88,49.81,11.31,46.0625,34.88,,,41.88,19.38,24.19,43.63,,55.31,29.75,23.56,98.0,
1998-10-13,33.13,18.94,47.19,30.69,,,,,53.44,28.5,49.81,11.31,46.0625,35.94,,,41.81,19.19,22.94,44.0,,54.31,31.31,23.19,95.38,
1998-10-14,34.94,19.94,45.13,30.75,,,,,53.63,28.06,49.06,10.94,44.8125,37.0,,,41.38,19.38,21.81,43.0,,53.88,29.75,23.06,98.25,
1998-10-15,35.75,20.13,45.88,33.06,,,,,55.5,29.19,48.81,11.06,45.9375,38.69,,,41.25,19.5,23.5,42.88,,60.0,31.38,25.06,100.9,
1998-10-16,37.19,20.88,45.06,35.75,,,,,56.63,30.0,50.0,12.5,47.875,40.25,,,41.5,20.38,23.63,44.75,,60.13,34.94,24.94,104.1,
1998-10-19,37.0,20.75,44.81,36.56,,,,,57.81,30.0,49.13,12.0,48.375,40.69,,,43.0,21.25,22.13,45.63,,60.88,33.88,24.81,109.3,
1998-10-20,37.0,20.88,41.94,39.69,,,,,58.69,29.88,49.38,12.63,48.5625,39.63,,,45.63,22.06,22.81,46.5,,59.75,34.88,25.63,117.7,
1998-10-21,35.81,20.31,41.63,39.13,,,,,59.0,29.94,51.94,12.13,48.0625,39.0,,,46.0,22.19,22.44,46.44,,57.88,34.0,25.56,114.5,
1998-10-22,37.63,20.19,41.88,40.0,,,,,59.0,29.94,51.56,11.94,47.1875,39.06,,,47.56,22.62,21.63,44.94,,56.63,32.25,25.44,112.9,
1998-10-23,36.38,20.0,40.94,40.0,,,,,57.0,29.44,50.44,11.25,45.5625,37.94,,,47.5,23.44,21.69,43.94,,56.19,32.81,24.88,113.3,
1998-10-26,37.25,20.13,42.0,41.94,,,,,57.0,29.69,51.19,11.44,45.75,35.5,,,47.19,23.44,20.63,42.94,,55.38,33.5,25.06,113.5,
1998-10-27,36.5,20.25,43.5,40.38,,,,,56.75,29.38,50.44,12.0,44.6875,37.38,,,47.5,23.38,23.0,43.31,,54.06,33.5,24.19,113.9,
1998-10-28,36.19,20.0,41.25,39.5,,,,,55.63,28.94,50.56,11.88,44.5,36.63,,,47.5,24.5,22.38,44.06,,53.31,34.06,23.75,114.7,
1998-10-29,37.31,19.94,40.88,40.31,,,,,56.94,29.63,50.69,12.88,44.3125,37.13,,,49.25,26.38,21.44,45.0,,55.31,33.94,24.44,117.6,
1998-10-30,37.75,19.06,41.44,42.19,,,,,58.75,29.88,51.06,12.25,46.4375,37.44,,,49.06,26.0,21.25,45.31,,57.25,35.44,25.19,118.6,
1998-11-02,38.63,19.25,43.25,43.13,,,,,59.88,30.0,53.38,11.81,45.1875,38.31,,,49.94,26.56,21.5,45.75,,58.81,34.81,26.81,119.0,
1998-11-03,40.0,19.44,45.0,42.69,,,,,61.5,29.94,55.13,12.0,45.9375,39.88,,,49.81,26.62,20.75,46.13,,59.25,34.19,27.25,120.1,
1998-11-04,39.94,19.44,45.63,44.0,,,,,60.75,30.13,55.0,12.81,45.3125,39.94,,,50.0,26.69,23.0,46.88,,59.63,35.88,26.5,123.1,
1998-11-05,40.88,19.56,45.69,44.75,,,,,62.56,30.5,54.94,13.88,46.5,39.94,,,50.0,26.19,24.06,48.38,,62.0,36.94,26.38,124.5,
1998-11-06,40.56,19.5,45.56,45.81,,,,,62.19,30.44,55.63,14.38,46.125,40.31,,,49.81,26.5,22.75,47.75,,61.5,38.81,26.31,124.6,
1998-11-09,40.19,19.31,44.69,44.25,,,,,61.94,30.38,56.06,14.44,45.75,40.31,,,49.88,26.12,22.31,46.25,,60.13,37.44,27.19,126.4,
1998-11-10,39.31,19.13,42.88,42.63,,,,,60.56,30.5,57.75,14.19,45.9375,40.75,,,49.25,26.0,22.25,45.25,,58.56,37.31,27.31,125.9,
1998-11-11,38.06,19.88,42.25,42.0,,,,,59.06,30.63,57.13,14.31,44.5,39.06,,,48.44,26.56,22.06,44.75,,58.0,39.25,26.94,124.6,
1998-11-12,37.94,19.25,43.13,42.75,,,,,59.25,30.81,58.63,15.0,43.5625,39.13,,,47.69,26.0,23.88,45.13,,58.38,40.0,27.06,124.3,
1998-11-13,40.0,19.38,45.19,43.0,,,,,59.75,31.0,59.0,14.25,44.875,39.56,,,47.38,25.88,22.69,45.25,,59.06,40.94,26.38,122.7,
1998-11-16,40.75,19.13,45.56,44.13,,,,,59.25,31.13,58.44,13.38,45.25,40.25,,,47.88,25.88,21.38,45.94,,60.44,39.81,25.81,125.1,
1998-11-17,40.94,19.31,46.25,44.38,,,,,58.56,31.75,58.0,13.56,45.3125,39.63,,,47.13,25.94,21.75,45.25,,60.5,39.94,25.81,124.9,
1998-11-18,40.0,19.31,46.13,42.63,,,,,57.56,31.13,56.88,13.69,45.75,39.75,,,47.63,25.62,22.63,45.44,,60.94,42.0,25.5,127.4,
1998-11-19,39.5,19.44,46.31,42.94,,,,,58.31,31.06,56.88,13.5,45.25,41.19,,,47.19,25.31,22.19,43.81,,60.94,41.13,25.88,129.6,
1998-11-20,39.31,18.88,46.31,42.88,,,,,58.69,30.88,58.81,13.81,46.0,42.31,,,46.88,26.12,21.94,43.5,,61.06,41.38,26.5,129.0,
1998-11-23,40.88,19.63,48.5,43.69,,,,,59.25,31.94,58.94,14.0,45.8125,43.0,,,47.75,25.75,22.0,43.13,,62.56,42.31,27.25,127.0,
1998-11-24,39.81,19.19,47.94,41.88,,,,,59.5,32.38,59.88,13.88,44.0,42.5,,,47.31,26.25,21.56,42.81,,61.75,43.5,27.81,127.3,
1998-11-25,40.44,19.38,47.94,43.56,,,,,59.31,32.25,60.06,13.81,43.0625,42.44,,,47.31,23.56,21.31,42.25,,62.25,44.94,28.19,127.94,
1998-11-27,39.69,19.38,48.06,43.88,,,,,59.19,31.56,59.5,13.75,43.125,42.0,,,48.5,23.81,21.13,42.81,,62.06,45.0,28.44,128.9,
1998-11-30,38.13,18.63,47.94,42.75,,,,,57.94,30.94,58.13,13.06,43.4375,41.88,,,48.5,22.88,19.88,42.19,,61.19,44.13,28.38,125.4,
1998-12-01,38.0,18.81,47.69,42.44,,,,,57.94,31.19,57.31,13.06,44.1875,42.44,,,48.56,21.56,19.94,41.69,,60.81,45.13,28.25,128.4,
1998-12-02,37.0,18.31,46.0,42.69,,,,,58.38,31.19,56.19,12.0,43.8125,42.06,,,49.75,21.88,19.81,41.06,,60.13,46.75,28.31,128.3,
1998-12-03,36.44,18.0,44.63,42.0,,,,,56.5,32.19,55.69,12.0,43.4375,42.0,,,48.75,21.5,18.25,41.0,,59.38,47.0,28.0,127.4,
1998-12-04,36.88,18.06,44.44,43.19,,,,,57.75,31.56,56.88,12.31,43.5,42.94,,,48.75,21.62,17.75,41.06,,59.75,45.88,28.31,130.4,
1998-12-07,37.19,18.44,45.5,43.25,,,,,58.06,32.44,58.81,12.44,43.6875,42.69,,,49.0,21.5,19.0,41.63,,61.63,47.94,28.31,131.9,
1998-12-08,35.94,18.5,45.19,42.94,,,,,58.0,31.25,57.81,11.94,42.8125,43.0,,,49.0,21.19,18.19,42.56,,59.69,48.5,28.19,132.2,
1998-12-09,36.75,17.88,45.63,43.31,,,,,57.69,32.38,56.94,11.06,42.5,43.19,,,48.88,20.88,18.0,42.06,,57.94,49.0,28.44,130.9,
1998-12-10,36.88,17.63,44.31,42.69,,,,,57.5,31.81,55.88,11.69,41.375,42.63,,,48.88,19.75,19.56,40.88,,58.25,46.63,27.94,130.9,
1998-12-11,36.25,17.38,44.44,42.63,,,,,57.25,31.69,55.44,11.25,40.6875,41.63,,,48.63,20.44,18.13,41.31,,57.19,46.25,28.06,128.5,
1998-12-14,36.75,16.63,44.0,41.5,,,,,56.88,31.94,54.75,10.69,41.5625,41.44,,,49.44,21.06,18.25,41.25,,56.88,45.38,27.75,126.7,
1998-12-15,35.88,17.06,44.25,41.63,,,,,46.19,32.25,53.38,10.81,42.1875,42.25,,,50.0,21.0,18.38,42.19,,55.75,45.0,27.56,126.9,
1998-12-16,35.5,17.19,43.13,43.0,,,,,46.0,32.13,53.81,11.25,41.625,42.06,,,52.0,20.19,19.75,42.81,,55.5,45.69,27.56,123.81,
1998-12-17,37.31,18.31,42.5,43.31,,,,,48.94,33.25,53.38,10.63,41.5,42.63,,,54.88,19.81,18.75,42.81,,57.56,45.94,27.81,121.8,
1998-12-18,36.5,19.88,41.5,43.5,,,,,46.0,33.69,54.44,10.5,41.75,42.88,,,55.19,19.31,17.81,41.75,,55.88,47.13,27.94,123.0,
1998-12-21,38.06,21.25,43.25,43.94,,,,,45.25,33.81,53.69,9.938,42.9375,42.19,,,56.13,20.0,17.13,42.94,,56.5,48.44,28.5,127.3,
1998-12-22,38.13,20.69,43.56,44.0,,,,,45.31,33.69,53.06,10.13,42.75,42.69,,,55.63,19.5,16.75,40.88,,55.69,48.5,28.5,126.0,
1998-12-23,38.19,19.5,44.31,44.25,,,,,44.5,34.56,54.56,10.13,43.0,44.63,,,56.63,19.56,17.5,41.94,,58.13,49.44,28.25,125.9,
1998-12-24,38.56,20.38,44.5,44.13,,,,,44.38,35.0,55.0,10.38,43.375,44.88,,,56.56,19.62,17.5,41.94,,58.69,49.38,28.06,125.8,
1998-12-28,39.13,20.81,44.69,44.06,,,,,44.19,36.06,56.5,10.38,43.6875,44.31,,,56.81,21.31,16.75,41.56,,57.88,48.5,28.19,124.9,
1998-12-29,38.88,21.88,45.75,44.13,,,,,45.0,37.69,56.0,10.88,44.5625,45.25,,,57.63,20.94,17.94,42.25,,59.81,50.31,29.56,125.4,
1998-12-30,38.44,22.31,45.94,44.44,,,,,44.25,36.81,55.44,10.38,43.75,43.94,,,56.88,20.94,17.69,42.44,,58.88,51.31,29.25,125.3,
1998-12-31,40.0,23.75,45.06,45.75,,,,,44.81,36.19,56.0,10.44,44.8125,44.19,,,62.19,21.38,18.25,43.25,,58.25,51.06,29.38,131.6,
1999-01-04,39.0,24.06,44.94,44.88,,,,,45.44,35.88,58.25,10.94,42.125,45.06,,,58.0,21.69,17.88,44.19,,59.88,49.81,29.69,133.7,
1999-01-05,39.19,23.81,42.69,44.81,,,,,46.94,36.25,57.56,11.69,42.8125,43.81,,,58.88,21.0,18.44,44.81,,60.81,50.69,30.19,130.8,
1999-01-06,40.06,23.69,43.75,44.44,,,,,47.38,37.19,58.94,11.44,43.3125,43.56,,,57.75,21.38,19.5,46.0,,62.0,52.19,29.94,130.0,
1999-01-07,39.06,22.69,43.13,43.81,,,,,47.56,37.31,57.94,11.75,42.5625,43.25,,,58.44,20.88,20.63,46.63,,61.0,52.69,29.5,128.3,
1999-01-08,40.06,22.75,43.38,44.0,,,,,47.94,37.0,58.31,12.06,45.5,44.31,,,57.88,20.62,20.25,49.81,,63.5,52.81,29.25,129.4,
1999-01-11,41.0,23.0,43.19,45.06,,,,,48.19,36.06,59.19,12.63,46.0,43.94,,,56.69,22.25,20.56,49.56,,62.0,53.06,29.19,129.9,
1999-01-12,39.25,22.69,42.38,44.25,,,,,48.0,36.44,58.56,11.06,46.5,45.13,,,58.38,21.81,19.81,48.0,,60.69,53.0,29.0,129.6,
1999-01-13,39.56,22.81,40.69,43.63,,,,,46.56,36.0,57.25,11.25,44.625,44.31,,,56.44,21.62,19.38,46.56,,58.38,51.38,28.81,130.06,
1999-01-14,38.25,22.0,41.5,43.38,,,,,45.25,35.75,56.75,11.0,44.125,43.0,,,54.75,21.19,19.38,45.94,,57.75,51.81,28.75,131.6,
1999-01-15,39.38,22.5,41.81,43.94,,,,,45.25,36.19,57.38,11.19,44.875,43.44,,,54.0,20.94,19.31,47.0,,58.5,52.31,28.38,131.3,
1999-01-19,38.94,23.13,40.75,44.94,,,,,44.81,35.94,57.06,11.25,43.375,44.06,,,54.63,20.88,18.75,46.5,,58.13,52.44,27.38,132.5,
1999-01-20,37.13,22.63,40.38,44.13,,,,,44.75,35.31,56.81,11.25,41.0,44.0,,,54.94,20.0,19.0,45.38,,56.56,51.94,27.13,133.6,
1999-01-21,36.63,22.44,40.19,43.69,,,,,44.13,35.56,56.06,11.25,42.3125,43.69,,,54.75,19.88,18.81,47.63,,56.88,52.25,26.75,133.1,
1999-01-22,35.88,22.69,39.75,43.94,,,,,43.25,35.94,54.0,11.06,41.0,43.06,,,53.88,19.81,18.56,45.31,,55.63,52.06,26.06,132.0,
1999-01-25,36.06,22.0,40.69,44.38,,,,,43.25,36.38,54.44,10.25,42.0625,42.44,,,52.88,19.25,18.63,47.31,,55.44,52.44,25.5,133.0,
1999-01-26,35.5,22.88,43.06,45.13,,,,,43.31,36.94,53.75,10.19,43.0,43.63,,,53.31,18.62,17.94,48.19,,55.0,54.5,26.06,135.1,
1999-01-27,34.5,22.25,48.0,44.31,,,,,42.75,36.69,53.44,9.56,40.875,43.13,,,53.94,19.06,17.19,46.75,,54.13,54.81,25.19,135.1,
1999-01-28,33.94,22.56,48.69,44.44,,,,,42.0,37.0,54.63,10.0,40.0625,43.81,,,53.0,18.81,17.31,48.63,,54.06,53.63,26.0,135.8,
1999-01-29,33.63,23.19,49.44,45.0,,,,,40.63,38.75,54.06,9.75,39.5625,43.63,,,53.0,18.19,17.69,49.0,,53.75,53.06,25.63,137.6,
1999-02-01,33.38,23.38,49.25,45.0,,,,,40.75,39.38,54.0,9.875,40.0,43.19,,,53.13,19.0,18.44,49.44,,53.5,53.81,24.69,139.1,
1999-02-02,32.94,24.13,48.69,45.56,,,,,41.5,38.69,54.25,9.875,41.1875,42.38,,,52.5,19.19,18.56,49.06,,53.44,53.75,25.25,138.1,
1999-02-03,32.0,23.94,49.75,45.44,,,,,42.38,38.25,54.31,10.06,41.5625,42.5,,,52.31,19.88,17.94,47.81,,53.06,53.75,25.38,137.8,
1999-02-04,32.63,24.56,50.19,45.13,,,,,43.94,38.19,55.81,10.88,44.1875,41.69,,,52.94,20.25,19.38,46.56,,52.75,54.0,26.13,138.6,
1999-02-05,32.25,23.88,52.0,44.5,,,,,45.31,38.69,55.5,11.13,44.6875,41.56,,,52.63,20.81,19.31,48.75,,54.69,54.13,25.81,138.3,
1999-02-08,33.13,23.56,51.88,44.0,,,,,46.0,38.38,54.94,11.44,43.1875,41.13,,,51.94,21.0,19.81,47.38,,54.63,54.06,26.25,137.8,
1999-02-09,33.13,24.0,51.44,43.94,,,,,45.75,38.5,54.25,10.63,42.4375,41.19,,,50.94,21.44,18.5,46.38,,54.44,53.69,25.94,135.0,
1999-02-10,33.75,23.19,51.5,43.0,,,,,45.75,38.19,53.94,10.25,42.1875,41.94,,,49.31,20.62,18.88,45.75,,54.38,52.44,25.25,134.9,
1999-02-11,34.56,23.38,50.69,42.0,,,,,46.19,38.5,54.81,10.06,41.375,42.25,,,52.38,20.69,18.19,45.63,,54.94,52.94,25.06,135.3,
1999-02-12,34.25,22.69,51.44,42.13,,,,,45.63,38.06,53.56,10.38,42.6875,41.0,,,51.75,20.0,19.44,46.63,,54.38,52.88,25.0,136.4,
1999-02-16,33.56,22.88,52.19,42.31,,,,,45.81,38.81,53.88,9.938,41.9375,40.94,,,51.0,19.5,18.25,44.5,,53.25,51.44,24.75,136.6,
1999-02-17,34.56,23.38,52.81,40.94,,,,,45.81,38.69,53.88,9.75,40.5,41.0,,,51.63,19.69,17.75,44.25,,52.13,51.13,23.88,135.1,
1999-02-18,33.13,23.31,52.44,41.44,,,,,47.44,39.0,54.19,9.5,41.6875,41.13,,,51.31,19.38,17.75,44.81,,50.75,51.44,24.0,134.3,
1999-02-19,33.19,23.06,52.44,41.31,,,,,46.31,39.81,53.81,9.188,42.0625,40.81,,,50.88,19.25,17.69,43.25,,50.94,51.0,23.31,133.3,
1999-02-22,33.94,23.63,54.63,41.56,,,,,46.69,40.56,53.88,9.5,43.1875,42.19,,,52.38,19.19,17.63,44.13,,51.44,50.63,23.31,134.1,
1999-02-23,33.25,23.5,54.06,41.0,,,,,47.0,39.94,52.88,9.375,42.9375,41.25,,,52.0,19.88,17.63,43.94,,52.31,50.5,23.44,134.1,
1999-02-24,31.75,22.88,53.63,40.13,,,,,46.69,39.88,51.56,9.188,42.8125,40.88,,,51.88,19.38,17.75,44.63,,52.44,51.0,23.75,134.0,
1999-02-25,31.81,23.44,52.88,40.0,,,,,46.13,39.88,51.63,9.375,42.25,40.81,,,51.75,19.25,17.75,44.13,,51.94,51.38,23.56,135.8,
1999-02-26,32.13,23.63,53.69,41.88,,,,,47.19,39.88,51.19,9.438,42.0,41.19,,,51.31,19.94,17.25,44.56,,52.06,50.75,24.06,134.8,
1999-03-01,31.63,23.75,53.25,41.19,,,,,47.0,39.69,51.88,9.313,40.9375,41.13,,,50.56,19.94,17.31,43.56,,51.56,50.0,23.31,134.9,
1999-03-02,30.63,24.19,52.81,40.13,,,,,46.5,39.19,51.5,9.5,40.375,40.25,,,50.38,18.69,17.5,43.06,,51.5,49.31,24.25,137.6,
1999-03-03,31.06,23.94,52.63,39.31,,,,,46.56,38.75,50.5,9.375,40.3125,40.13,,,50.0,19.31,18.06,42.5,,50.81,48.56,24.31,137.6,
1999-03-04,32.0,24.63,51.56,40.31,,,,,47.06,39.56,50.56,9.438,40.0625,41.0,,,50.69,19.0,18.44,43.19,,51.81,48.5,25.31,137.9,
1999-03-05,32.13,25.19,52.25,41.44,,,,,47.69,40.31,50.63,9.375,40.375,41.81,,,53.13,19.0,18.13,43.0,,53.38,50.25,26.5,140.5,
1999-03-08,31.81,23.69,51.63,41.31,,,,,47.06,39.81,49.31,9.563,41.0625,40.94,,,52.69,19.69,19.5,43.0,,52.69,49.44,26.31,142.4,
1999-03-09,32.44,24.13,51.56,40.19,,,,,46.63,39.94,49.06,10.06,40.8125,40.44,,,52.0,19.62,19.0,41.75,,52.63,49.81,25.88,140.9,
1999-03-10,32.13,24.19,53.38,41.44,,,,,47.06,41.13,50.75,10.0,41.6875,40.13,,,51.75,20.44,19.5,42.81,,53.63,50.0,26.75,139.3,
1999-03-11,32.0,23.5,56.19,42.31,,,,,46.19,40.63,50.94,9.75,41.3125,40.13,,,53.0,19.75,19.69,43.13,,52.0,48.63,27.38,45.88,
1999-03-12,31.81,23.31,54.31,43.19,,,,,45.94,39.94,50.38,9.25,41.875,40.0,,,54.63,19.75,18.63,42.56,,53.13,50.38,27.56,46.0,
1999-03-15,31.75,23.38,54.44,44.31,,,,,46.25,40.19,50.19,9.25,43.3125,40.0,,,54.0,19.38,17.81,42.75,,53.06,53.44,27.56,45.63,
1999-03-16,31.38,23.44,54.88,45.63,,,,,46.44,39.81,50.13,9.5,43.625,39.31,,,54.5,20.69,18.31,42.31,,52.56,52.44,27.69,45.38,
1999-03-17,31.69,23.19,54.44,45.81,,,,,46.13,38.88,49.81,9.938,44.4375,38.81,,,55.19,21.25,18.31,42.75,,51.13,52.69,26.88,45.44,
1999-03-18,32.13,23.0,55.5,46.13,,,,,46.44,39.06,49.19,10.06,45.5625,38.88,,,55.13,21.0,17.69,43.31,,51.94,53.0,26.06,44.5,
1999-03-19,32.63,22.06,54.38,46.5,,,,,47.0,39.13,48.81,10.56,46.0625,37.81,,,54.63,20.62,17.81,44.81,,51.06,52.31,26.0,43.81,
1999-03-22,33.44,22.13,53.44,45.75,,,,,46.94,38.69,48.63,10.69,46.5,37.5,,,53.88,20.94,17.81,44.25,,51.0,51.75,26.13,43.38,
1999-03-23,32.31,21.06,53.88,45.31,,,,,45.75,36.88,48.5,10.56,45.25,35.88,,,52.13,20.62,17.63,42.81,,49.69,49.13,25.81,42.19,
1999-03-24,33.06,20.25,55.56,45.63,,,,,45.63,37.44,48.56,11.0,44.625,37.5,,,53.13,20.88,18.25,43.75,,49.75,48.69,27.06,44.0,
1999-03-25,34.06,20.63,56.13,45.63,,,,,45.88,37.31,48.75,11.0,45.3125,37.25,,,54.69,20.62,18.19,44.56,,51.06,50.06,27.44,42.69,
1999-03-26,34.06,20.88,56.69,45.81,,,,,45.0,37.0,48.5,11.13,44.25,37.06,,,54.25,20.38,17.56,45.5,,50.5,49.75,27.06,41.63,
1999-03-29,35.19,20.69,57.81,46.81,,,,,45.25,37.06,50.75,10.19,44.1875,38.31,,,54.5,20.44,17.06,45.31,,52.06,51.56,27.19,42.5,
1999-03-30,35.25,19.38,59.0,46.44,,,,,43.31,35.69,49.0,9.875,42.3125,38.75,,,54.38,19.88,16.63,43.81,,52.0,49.31,28.88,41.19,
1999-03-31,34.25,20.94,57.5,46.94,,,,,42.06,35.5,49.38,10.88,42.1875,37.56,,,57.06,20.44,17.5,44.06,,51.25,49.19,28.13,41.31,
1999-04-01,34.19,20.88,57.94,46.94,,,,,43.06,35.69,49.88,10.5,43.5,37.44,,,55.5,20.06,17.19,46.69,,49.94,48.88,28.63,41.94,
1999-04-05,34.75,20.5,58.0,46.19,,,,,43.19,36.19,51.5,10.06,43.5,36.69,,,55.69,19.0,16.75,49.06,,51.0,51.0,29.13,40.0,
1999-04-06,33.81,20.5,56.63,45.81,,,,,42.06,36.06,50.81,10.63,43.625,36.31,,,56.94,19.0,17.06,48.25,,49.75,51.19,28.44,41.56,
