,APC,APA,BHGE,COG,CVX,XEC,CXO,COP,DVN,FANG,EOG,XOM,HAL,HP,HES,HFC,KMI,MRO,MPC,NOV,NBL,OXY,OKE,PSX,PXD,SLB,FTI,VLO,WMB
1998-07-24,29.94,24.81,,17.63,83.0,,,46.75,33.5,,16.56,70.37,36.25,21.13,52.06,25.25,,35.19,,22.0,31.75,23.38,36.13,,20.94,60.88,,26.44,34.38
1998-07-27,29.44,26.0,,17.0,85.5,,,45.81,33.0,,16.44,71.44,37.06,21.38,51.81,24.75,,34.81,,22.69,31.25,22.25,36.0,,20.75,62.38,,25.31,34.25
1998-07-28,29.75,26.5,,17.06,85.56,,,45.63,32.31,,16.06,69.62,36.31,21.06,52.13,24.75,,34.25,,22.56,30.56,22.31,35.5,,20.44,60.88,,24.0,33.5
1998-07-29,33.31,25.88,,17.5,85.56,,,45.63,32.44,,16.13,70.69,36.38,21.0,51.94,24.75,,34.87,,21.19,31.5,22.38,35.19,,20.06,60.44,,24.06,33.0
1998-07-30,34.0,27.0,,17.5,85.31,,,45.56,32.88,,16.19,72.12,37.13,21.38,52.63,24.69,,35.06,,22.13,32.5,22.38,35.5,,20.0,62.69,,24.25,33.13
1998-07-31,34.31,26.5,,17.13,82.63,,,44.25,32.25,,15.88,70.25,36.25,20.5,50.69,24.12,,34.12,,21.06,31.88,22.25,34.13,,19.69,60.56,,23.94,32.13
1998-08-03,33.94,25.75,,16.63,81.13,,,42.94,31.75,,16.0,68.5,35.63,20.19,49.63,23.38,,33.25,,20.69,30.31,21.94,33.69,,18.56,59.5,,24.0,32.06
1998-08-04,32.81,25.06,,16.44,78.31,,,42.63,31.75,,15.63,67.12,32.69,19.0,49.06,22.62,,32.44,,19.88,29.44,21.5,34.38,,16.94,57.19,,23.13,29.94
1998-08-05,32.44,24.88,,15.94,78.69,,,42.44,31.19,,15.38,66.19,32.0,19.25,47.63,21.75,,30.87,,18.06,28.63,21.69,34.31,,16.88,56.25,,22.13,29.0
1998-08-06,33.13,25.0,,16.0,76.94,,,41.5,31.0,,15.38,64.94,32.63,19.56,47.44,21.25,,30.5,,17.94,29.13,21.75,34.19,,17.25,57.44,,22.5,29.25
1998-08-07,33.5,26.25,,16.06,77.38,,,42.63,32.13,,15.69,66.94,33.5,20.06,48.69,21.31,,31.62,,20.56,30.25,22.44,33.81,,18.19,58.31,,22.5,30.0
1998-08-10,32.5,24.81,,15.56,75.69,,,41.25,31.31,,15.0,67.62,31.38,18.69,47.38,21.5,,31.94,,18.56,29.13,21.75,33.19,,18.0,56.25,,22.69,29.81
1998-08-11,31.63,24.13,,15.38,79.38,,,42.94,29.75,,14.69,68.0,29.94,18.56,47.56,21.88,,30.75,,17.06,28.69,21.69,32.88,,17.25,55.0,,22.44,29.19
1998-08-12,31.44,24.25,,15.06,79.81,,,43.63,29.81,,15.0,67.06,31.25,19.06,49.44,23.25,,30.12,,16.94,28.88,22.06,33.63,,17.19,55.69,,22.44,30.0
1998-08-13,31.44,24.5,,15.0,79.81,,,46.13,28.0,,14.63,68.19,31.13,19.25,50.06,24.38,,29.94,,14.88,28.06,22.06,32.94,,17.25,54.81,,21.0,30.94
1998-08-14,32.38,25.38,,14.88,80.13,,,44.88,28.5,,15.0,68.37,30.0,18.94,50.25,25.25,,29.5,,14.13,27.06,22.06,33.56,,17.25,52.38,,21.38,29.44
1998-08-17,32.75,25.31,,14.88,81.06,,,46.44,28.75,,14.75,69.62,28.75,18.94,50.06,26.0,,29.12,,12.88,27.19,22.0,33.0,,17.31,51.75,,21.56,30.0
1998-08-18,34.06,25.81,,15.13,80.5,,,46.44,29.63,,15.13,70.19,29.25,19.69,50.56,25.31,,29.5,,11.63,27.0,21.88,33.75,,17.25,53.88,,21.44,29.06
1998-08-19,35.69,27.06,,14.94,80.69,,,46.88,30.63,,15.63,70.75,31.88,20.19,52.38,24.75,,30.0,,12.06,27.56,21.94,32.81,,17.5,55.44,,22.63,29.5
1998-08-20,35.06,27.0,,14.31,80.5,,,47.25,30.56,,15.88,71.31,31.75,19.88,53.38,24.38,,30.37,,12.31,27.31,22.13,33.0,,17.25,55.13,,23.81,29.19
1998-08-21,33.5,26.0,,14.19,80.19,,,45.94,30.0,,15.69,70.87,32.0,19.69,52.63,24.0,,29.56,,11.81,27.25,21.81,32.94,,17.13,55.13,,22.25,28.69
1998-08-24,33.25,25.69,,14.44,78.69,,,44.81,29.44,,15.25,70.56,31.81,20.13,51.94,23.88,,29.12,,11.0,27.44,21.94,33.0,,17.06,55.25,,21.31,28.25
1998-08-25,33.06,25.06,,14.19,78.19,,,45.25,29.38,,15.0,70.37,31.69,18.94,52.25,23.75,,28.81,,9.75,26.63,21.81,32.56,,16.94,54.25,,21.69,29.0
1998-08-26,31.5,24.31,,14.06,76.5,,,43.5,28.38,,14.5,70.37,30.94,18.63,51.38,21.62,,28.94,,9.625,25.88,21.13,31.56,,16.44,51.81,,21.31,27.31
1998-08-27,29.81,23.31,,13.69,75.5,,,41.81,27.06,,14.06,69.25,29.75,17.69,49.75,21.12,,27.12,,9.0,23.94,20.06,29.88,,15.75,48.0,,20.19,25.19
1998-08-28,28.94,22.88,,13.38,75.25,,,42.25,26.75,,13.44,67.56,29.5,17.5,50.19,21.0,,27.56,,8.688,23.25,19.63,30.38,,15.13,48.88,,18.56,25.06
1998-08-31,28.75,22.88,,12.75,74.06,,,40.81,26.44,,13.0,65.44,26.56,16.25,49.13,21.25,,26.0,,7.75,23.13,18.5,30.06,,14.69,43.81,,17.88,23.0
1998-09-01,31.13,23.25,,12.94,75.63,,,43.69,26.56,,13.5,66.37,27.25,18.25,50.56,20.88,,27.12,,8.625,24.44,19.0,30.88,,13.81,46.63,,18.25,23.13
1998-09-02,29.88,24.0,,13.25,74.13,,,42.56,26.63,,13.25,64.0,26.63,19.44,50.5,15.25,,27.56,,9.063,24.0,18.88,30.63,,14.31,45.88,,18.63,23.06
1998-09-03,31.06,23.5,,13.06,75.69,,,43.0,26.25,,13.25,63.94,27.88,18.88,49.19,15.0,,27.69,,9.375,25.0,18.81,30.81,,14.25,47.25,,19.56,23.19
1998-09-04,33.94,25.19,,14.5,77.88,,,43.69,28.0,,14.0,66.06,29.25,19.0,50.63,15.19,,29.25,,10.38,26.38,19.5,32.5,,14.63,50.0,,19.31,24.19
1998-09-08,33.56,25.88,,15.06,80.0,,,45.0,29.63,,14.19,67.44,29.06,19.56,52.19,15.25,,29.87,,10.06,27.63,19.38,33.88,,15.19,49.5,,20.0,24.0
1998-09-09,32.63,25.44,,14.81,80.25,,,44.06,29.06,,14.31,68.69,28.5,18.75,52.19,15.75,,30.12,,10.25,27.69,19.5,32.5,,15.06,48.06,,19.44,25.56
1998-09-10,36.25,26.94,,15.0,80.0,,,45.56,29.88,,14.38,69.69,30.31,19.88,52.88,15.62,,31.5,,11.63,30.25,19.81,32.94,,15.06,49.0,,19.0,26.06
1998-09-11,37.88,28.75,,15.94,82.5,,,47.63,32.56,,15.38,70.56,32.81,21.0,53.5,15.62,,34.62,,11.81,31.94,20.19,34.0,,15.5,51.13,,19.81,26.56
1998-09-14,37.63,28.19,,15.56,82.5,,,47.44,32.63,,15.69,70.5,33.81,21.5,53.31,15.25,,33.81,,12.25,32.38,21.06,35.44,,15.75,52.56,,20.44,28.0
1998-09-15,37.25,28.06,,16.63,82.63,,,47.25,31.97,,16.19,71.25,32.88,21.31,54.25,14.88,,33.12,,12.5,32.19,21.38,35.56,,15.81,51.94,,20.5,26.81
1998-09-16,38.63,27.63,,16.75,82.75,,,46.69,31.81,,16.5,69.81,33.44,21.56,55.94,14.94,,33.25,,13.0,32.75,21.38,35.06,,15.94,52.88,,20.81,27.13
1998-09-17,38.5,27.0,,16.0,81.5,,,46.94,30.81,,16.44,68.56,32.44,20.75,55.81,14.56,,32.25,,12.5,31.88,21.19,34.63,,14.88,51.0,,20.56,25.88
1998-09-18,38.81,27.0,,16.06,83.38,,,46.63,31.44,,16.5,68.12,31.75,20.75,56.5,15.12,,32.25,,12.5,31.88,22.0,36.75,,14.94,49.88,,20.75,26.44
1998-09-21,38.81,27.25,,15.94,82.25,,,46.56,31.13,,16.75,68.19,31.63,20.25,56.81,15.0,,32.94,,11.94,31.38,21.25,35.81,,14.38,49.94,,20.13,26.88
1998-09-22,39.0,26.63,,15.44,81.06,,,46.13,31.38,,16.44,67.06,30.5,20.31,56.38,15.62,,31.75,,11.38,31.44,21.69,35.69,,14.13,49.38,,19.94,27.38
1998-09-23,40.56,28.63,,16.31,84.69,,,48.56,32.94,,18.06,70.31,31.25,22.38,59.5,15.5,,34.31,,12.25,33.75,22.25,37.0,,14.75,52.88,,21.88,29.13
1998-09-24,39.5,27.88,,15.88,82.19,,,47.81,32.88,,17.5,69.37,28.63,21.69,59.0,15.38,,33.56,,11.88,32.63,22.13,36.0,,14.81,50.38,,20.81,28.56
1998-09-25,43.19,27.75,,16.06,83.38,,,48.13,33.44,,18.75,68.37,28.88,21.56,59.13,15.12,,35.0,,11.06,32.31,22.56,35.38,,14.75,50.81,,20.81,29.06
1998-09-28,42.06,27.56,,15.5,84.75,,,46.63,33.06,,17.94,68.06,29.44,21.44,58.81,15.12,,34.87,,11.25,32.81,22.44,34.13,,14.0,50.31,,21.44,28.44
1998-09-29,42.0,28.06,,15.0,88.0,,,47.63,32.75,,17.94,71.25,30.5,23.0,59.13,14.88,,36.25,,12.56,32.5,22.69,34.5,,13.75,52.5,,20.13,28.63
1998-09-30,39.31,26.81,,15.25,84.06,,,45.13,32.94,,17.5,70.62,28.75,21.0,57.69,15.44,,35.44,,12.38,31.88,21.5,34.0,,14.06,50.88,,19.88,28.75
1998-10-01,37.31,24.63,,15.5,84.0,,,44.25,32.13,,16.56,70.56,27.75,20.0,54.75,15.5,,35.0,,12.13,30.5,20.69,33.31,,13.38,48.94,,19.75,26.56
1998-10-02,38.0,25.56,,16.0,87.63,,,47.63,32.0,,16.81,73.0,28.5,20.88,56.5,15.62,,36.25,,12.0,30.44,21.5,34.31,,13.75,48.56,,19.75,27.81
1998-10-05,38.25,25.5,,15.75,88.94,,,47.25,31.0,,16.5,74.87,27.56,20.25,57.0,14.75,,37.81,,11.31,30.38,20.63,34.0,,13.63,47.5,,19.0,29.25
1998-10-06,37.88,25.56,,15.88,87.75,,,47.44,30.5,,16.44,75.75,27.69,20.56,57.94,14.75,,37.0,,11.38,30.81,20.81,34.69,,13.75,47.75,,19.44,28.75
1998-10-07,37.38,24.94,,15.13,87.38,,,46.63,31.25,,16.06,74.06,26.19,19.94,56.88,14.75,,36.0,,10.81,29.38,21.19,34.69,,13.88,45.69,,19.19,28.31
1998-10-08,35.06,24.06,,14.38,86.25,,,45.38,31.0,,15.5,71.69,26.19,19.56,49.69,14.94,,34.87,,9.563,28.5,20.75,34.63,,13.19,43.88,,18.81,27.63
1998-10-09,38.13,24.75,,14.38,85.69,,,45.75,31.63,,15.94,70.75,27.13,19.5,54.75,15.0,,35.62,,10.13,28.56,20.44,33.81,,12.81,44.0,,18.94,27.56
1998-10-12,38.94,25.06,,14.81,85.06,,,46.38,32.0,,15.81,71.81,28.5,20.19,56.31,15.0,,36.31,,10.19,29.31,20.88,33.88,,13.06,46.19,,19.44,27.0
1998-10-13,37.31,24.88,,14.63,83.56,,,45.31,31.56,,16.44,73.0,28.19,19.88,56.63,15.38,,35.25,,9.625,29.56,21.44,34.06,,12.75,44.5,,18.06,27.25
1998-10-14,37.0,24.13,,14.5,84.13,,,44.13,31.38,,16.94,74.0,28.31,19.69,56.88,15.0,,34.87,,9.625,29.13,20.75,34.69,,12.81,45.06,,18.69,27.56
1998-10-15,39.19,24.56,,15.06,85.75,,,44.38,31.38,,16.69,75.62,29.94,20.31,58.06,14.88,,35.31,,9.75,29.44,21.88,35.56,,12.81,47.13,,18.25,27.88
1998-10-16,40.94,26.81,,15.75,86.94,,,44.06,32.0,,16.88,76.31,34.0,22.75,57.56,14.62,,35.31,,10.5,30.5,21.13,35.5,,13.19,52.0,,18.56,29.0
1998-10-19,39.88,26.25,,15.69,86.31,,,43.25,32.94,,16.38,74.87,33.75,22.25,56.13,14.88,,33.81,,10.56,30.75,21.5,35.63,,13.63,51.88,,19.25,28.88
1998-10-20,39.0,26.94,,16.19,87.38,,,44.5,33.25,,16.5,76.56,32.75,22.19,57.25,14.75,,33.56,,11.13,30.38,20.81,35.44,,13.81,50.88,,19.31,27.38
1998-10-21,33.88,26.5,,16.5,87.25,,,44.56,32.5,,16.81,75.56,34.5,23.19,56.56,14.62,,32.44,,13.63,30.38,20.19,35.06,,13.81,52.5,,20.81,27.69
1998-10-22,35.06,27.5,,17.31,81.5,,,43.44,32.94,,17.44,71.75,36.38,23.56,56.69,14.5,,32.37,,15.25,31.25,20.75,34.06,,13.63,53.5,,23.0,27.19
1998-10-23,35.13,26.88,,17.63,80.94,,,43.63,33.63,,17.44,71.25,35.13,22.44,56.69,14.44,,32.81,,15.0,31.06,20.38,34.81,,13.56,51.25,,23.0,26.88
1998-10-26,34.5,27.5,,17.5,80.44,,,43.81,33.5,,17.5,71.19,36.44,23.38,56.81,15.19,,33.37,,16.5,33.38,20.38,35.19,,14.13,52.38,,25.75,27.63
1998-10-27,33.75,29.06,,17.75,79.13,,,42.81,33.13,,17.44,69.56,36.56,23.25,56.25,15.12,,32.87,,15.5,33.75,20.06,35.0,,14.25,51.75,,23.88,26.94
1998-10-28,32.5,28.06,,17.44,78.5,,,42.06,33.69,,17.19,70.44,36.0,23.0,55.0,15.5,,31.44,,15.69,33.06,19.81,34.06,,14.56,52.06,,22.94,26.94
1998-10-29,32.56,28.31,,17.75,79.88,,,42.31,33.88,,17.13,72.69,35.75,22.94,54.31,15.62,,32.44,,15.63,31.63,19.75,34.19,,14.88,51.25,,24.75,26.75
1998-10-30,33.88,28.31,,17.0,81.5,,,43.25,33.88,,16.69,71.62,36.0,23.81,55.25,15.38,,32.69,,15.88,32.75,19.88,34.25,,15.06,52.5,,25.0,27.38
1998-11-02,36.06,28.0,,17.38,81.13,,,44.25,35.44,,17.44,72.06,38.56,24.5,56.31,16.19,,32.62,,17.69,33.25,20.06,35.0,,15.44,55.25,,25.06,27.38
1998-11-03,35.5,28.19,,17.25,80.75,,,45.19,36.06,,17.44,73.0,37.81,24.0,58.13,16.44,,33.12,,17.0,33.56,20.56,35.13,,14.88,54.88,,25.19,27.25
1998-11-04,34.88,27.75,,17.88,79.63,,,44.75,36.25,,17.44,72.0,37.44,23.5,57.81,16.38,,32.87,,17.56,32.88,20.75,35.81,,15.38,54.44,,24.31,28.06
1998-11-05,34.44,28.0,,17.94,81.06,,,45.5,36.56,,17.63,72.87,38.38,23.81,57.63,16.88,,31.56,,17.0,32.56,21.63,36.06,,15.44,56.06,,24.44,27.63
1998-11-06,34.75,28.56,,18.13,83.31,,,45.75,35.06,,18.13,73.5,38.5,24.06,57.44,17.38,,32.0,,17.38,32.63,21.44,36.0,,15.56,56.94,,25.0,28.0
1998-11-09,33.06,27.88,,18.0,82.44,,,45.06,35.06,,18.06,72.0,36.19,23.31,56.63,17.0,,31.62,,15.94,32.06,21.13,34.44,,15.63,55.81,,24.75,27.63
1998-11-10,31.38,26.94,,17.63,80.5,,,44.5,35.0,,17.38,70.12,33.88,21.75,55.75,17.12,,30.87,,14.25,29.69,20.5,35.06,,15.38,53.19,,23.88,26.94
1998-11-11,30.25,26.31,,17.63,79.88,,,43.25,33.88,,17.25,70.25,33.06,20.63,55.38,16.81,,30.56,,13.75,28.25,20.19,35.13,,15.56,51.94,,23.75,25.94
1998-11-12,31.94,27.13,,17.5,83.0,,,44.44,33.88,,17.81,72.81,32.75,21.13,56.44,16.88,,31.94,,14.25,28.81,20.75,35.38,,15.5,51.75,,23.5,25.88
1998-11-13,31.13,26.94,,17.63,83.0,,,44.81,34.13,,17.88,72.87,32.31,20.5,56.25,16.12,,31.94,,13.88,29.0,21.0,36.44,,15.69,51.81,,23.19,25.94
1998-11-16,30.81,25.81,,17.75,83.25,,,43.31,34.0,,17.75,71.44,31.31,20.13,55.69,15.88,,31.44,,12.75,28.63,20.88,37.19,,15.31,50.5,,22.75,27.5
1998-11-17,30.31,26.0,,17.5,80.75,,,42.88,33.63,,17.38,70.56,32.19,19.88,55.19,16.06,,30.81,,13.0,27.69,20.5,36.13,,14.44,50.75,,22.75,28.25
1998-11-18,30.69,25.75,,17.06,80.56,,,42.5,33.69,,17.38,70.69,31.75,19.69,55.88,16.62,,30.5,,12.06,27.19,20.44,35.88,,14.0,49.69,,22.63,29.31
1998-11-19,30.13,25.25,,16.81,80.25,,,42.06,33.56,,16.88,69.87,32.0,19.63,55.13,16.56,,30.0,,12.19,27.44,20.44,36.06,,14.19,49.75,,21.5,30.0
1998-11-20,30.75,25.69,,16.94,80.88,,,43.63,33.5,,16.88,72.0,33.06,19.44,57.25,16.38,,30.19,,12.38,27.0,20.38,36.13,,14.0,51.44,,21.06,29.63
1998-11-23,30.38,25.56,,16.75,80.31,,,43.94,33.5,,16.56,72.06,32.69,18.94,57.81,16.0,,30.5,,11.88,27.06,20.13,36.44,,13.69,49.88,,21.0,29.56
1998-11-24,30.13,25.13,,16.38,79.63,,,43.44,33.5,,16.25,72.69,32.56,19.25,55.94,16.0,,30.0,,10.94,27.31,20.06,35.69,,13.88,49.5,,21.44,29.25
1998-11-25,29.81,23.75,,16.12,80.38,,,43.31,33.25,,16.12,72.69,32.06,18.88,55.88,15.88,,29.31,,11.37,26.5,20.06,35.56,,13.88,49.5,,20.88,28.75
1998-11-27,30.31,24.31,,16.0,85.63,,,44.5,33.31,,16.31,74.37,31.13,18.38,58.38,16.12,,29.81,,10.94,26.94,21.13,35.63,,14.25,48.0,,21.25,29.13
1998-11-30,28.19,23.0,,15.44,83.63,,,42.0,32.94,,15.0,75.0,29.38,17.25,55.5,16.25,,28.37,,9.875,25.31,20.25,34.81,,13.25,44.69,,21.0,28.81
1998-12-01,27.13,22.5,,14.81,81.94,,,41.25,32.0,,14.31,71.62,27.63,17.25,53.31,16.19,,29.25,,9.625,24.06,19.88,34.63,,12.06,43.06,,20.63,28.56
1998-12-02,25.69,21.88,,14.56,80.56,,,42.13,30.5,,14.06,71.25,28.0,16.81,52.44,16.0,,28.56,,8.813,23.69,19.25,34.13,,10.75,41.63,,20.25,28.5
1998-12-03,26.5,21.13,,13.38,80.0,,,41.63,28.5,,13.5,70.56,28.31,16.75,52.25,16.5,,27.69,,8.875,22.5,19.19,33.88,,10.88,41.31,,19.81,27.38
1998-12-04,26.63,21.81,,14.69,82.0,,,41.5,28.88,,14.19,71.5,29.69,17.0,53.31,16.5,,28.56,,9.563,22.56,19.38,34.0,,10.88,41.25,,19.75,27.5
1998-12-07,28.0,22.88,,16.69,82.19,,,41.19,29.31,,14.75,73.0,31.63,18.13,54.44,16.0,,28.44,,10.56,24.13,19.5,34.0,,11.44,44.06,,19.75,27.44
1998-12-08,27.31,21.5,,15.81,82.44,,,40.88,30.06,,14.06,73.19,31.56,17.63,53.0,16.0,,28.37,,10.5,23.31,18.69,34.25,,10.94,42.5,,19.81,28.13
1998-12-09,28.5,23.13,,15.38,86.19,,,41.75,29.31,,14.25,73.94,31.81,18.13,53.13,15.56,,28.94,,10.5,23.75,18.88,33.94,,10.38,43.5,,19.19,27.06
1998-12-10,28.56,24.0,,15.0,84.63,,,40.75,29.5,,14.0,73.75,31.19,17.56,51.13,15.69,,28.31,,10.25,23.94,18.25,33.63,,9.0,43.69,,18.63,26.56
1998-12-11,29.31,24.0,,15.0,85.94,,,41.19,29.13,,13.63,74.62,30.75,17.56,50.81,15.62,,27.75,,10.0,24.44,18.13,33.25,,8.875,43.69,,18.06,26.56
1998-12-14,29.31,22.94,,14.94,85.69,,,40.88,29.06,,12.88,74.44,32.25,18.25,50.25,15.38,,27.69,,10.81,24.31,18.25,33.5,,8.75,44.94,,18.0,27.5
1998-12-15,28.94,23.75,,15.25,83.0,,,41.06,28.81,,15.5,74.0,31.5,17.88,49.88,15.06,,27.62,,10.13,23.94,17.75,33.19,,9.125,43.88,,18.13,28.19
1998-12-16,30.06,24.63,,15.5,84.13,,,41.88,28.94,,16.5,75.56,33.62,18.94,51.19,15.0,,28.25,,10.88,25.31,17.88,32.94,,9.625,46.69,,18.63,28.94
1998-12-17,28.38,23.88,,15.06,82.63,,,41.81,29.0,,16.38,74.87,31.75,18.56,50.63,14.88,,27.62,,10.75,24.31,17.5,34.0,,9.063,44.94,,20.0,29.88
1998-12-18,27.63,23.63,,15.63,83.0,,,41.88,28.63,,16.81,75.94,31.81,18.75,50.13,14.75,,27.87,,10.25,24.06,17.38,35.0,,8.563,44.63,,19.5,30.13
1998-12-21,27.44,22.81,,15.69,84.0,,,41.56,28.5,,16.5,74.81,31.0,18.06,50.06,14.75,,27.44,,10.0,24.06,17.06,34.25,,8.797,44.08,,19.75,29.94
1998-12-22,28.19,22.5,,15.38,83.75,,,42.13,28.63,,16.56,74.94,30.63,17.94,49.69,14.38,,27.19,,10.19,23.56,16.88,34.13,,8.938,44.44,,19.13,30.0
1998-12-23,29.25,24.63,,15.5,85.0,,,42.63,28.5,,16.56,75.06,33.13,19.0,49.69,14.38,,28.31,,10.5,23.44,17.0,34.75,,8.625,47.88,,19.56,30.81
1998-12-24,28.81,24.31,,15.0,84.69,,,42.63,28.44,,16.88,74.62,33.0,18.56,49.75,14.31,,27.94,,10.38,23.06,17.56,35.13,,8.5,48.0,,20.19,31.19
1998-12-28,30.13,24.88,,15.31,85.31,,,42.63,28.0,,16.75,74.5,32.94,18.0,49.5,14.62,,29.12,,10.31,23.63,17.25,35.81,,8.25,47.38,,20.0,31.88
1998-12-29,29.94,25.0,,15.06,85.13,,,42.63,28.75,,17.13,75.62,30.38,18.56,48.56,14.88,,29.5,,10.25,22.69,17.31,36.06,,8.063,46.88,,20.44,31.13
1998-12-30,30.56,25.13,,15.25,84.19,,,42.63,28.75,,17.13,74.62,29.38,18.44,48.88,15.88,,29.62,,10.19,22.69,16.94,36.75,,7.938,45.63,,20.94,31.06
1998-12-31,30.88,25.31,,15.0,82.94,,,42.63,30.69,,17.25,73.12,29.63,19.38,49.75,16.88,,30.12,,11.19,24.63,16.88,36.13,,8.75,46.38,,21.25,31.19
1999-01-04,31.13,24.13,,15.38,82.06,,,43.06,31.0,,17.5,72.62,30.19,19.38,50.75,16.94,,29.37,,11.69,24.06,17.13,35.56,,9.375,47.81,,23.19,30.19
1999-01-05,30.06,23.38,,15.31,80.88,,,42.63,31.06,,17.5,72.0,30.38,19.19,51.19,17.0,,28.87,,10.94,23.31,17.13,35.81,,9.125,47.75,,23.38,29.88
1999-01-06,31.81,24.75,,15.63,83.25,,,43.81,31.44,,17.81,74.87,32.69,20.5,52.94,17.25,,29.81,,11.88,24.88,17.56,35.81,,9.063,51.31,,23.13,30.81
1999-01-07,32.38,24.44,,15.38,83.88,,,42.63,31.25,,17.13,74.75,35.5,20.69,52.94,16.94,,30.0,,12.25,25.0,17.44,35.44,,8.938,53.38,,22.19,30.81
1999-01-08,32.13,24.44,,15.75,83.94,,,42.31,31.44,,18.0,74.31,34.38,20.5,52.31,16.69,,30.87,,12.56,25.56,17.38,35.31,,8.875,52.06,,22.19,30.81
1999-01-11,32.19,24.38,,15.81,84.13,,,41.5,31.38,,17.25,71.25,34.12,21.06,52.88,16.5,,30.81,,13.63,26.0,17.56,35.31,,9.125,52.88,,21.75,29.75
1999-01-12,30.75,23.75,,15.63,82.06,,,41.38,30.63,,17.31,70.75,33.25,19.94,51.38,16.62,,29.75,,12.44,25.94,17.38,34.56,,8.875,51.0,,21.25,29.56
1999-01-13,29.56,23.13,,15.69,81.31,,,41.5,30.94,,17.06,70.5,30.81,19.38,51.94,16.5,,28.25,,11.38,25.31,17.38,34.44,,8.875,49.0,,20.94,30.0
1999-01-14,28.5,22.69,,15.13,79.88,,,40.75,29.56,,16.94,69.75,31.06,19.13,49.75,16.5,,27.87,,11.44,23.81,17.25,33.63,,9.063,48.13,,19.5,29.81
1999-01-15,28.5,22.56,,15.13,80.06,,,40.94,29.56,,16.81,71.06,31.56,19.44,51.88,16.56,,29.06,,11.44,23.81,17.44,33.38,,9.0,49.38,,19.38,30.0
1999-01-19,28.38,22.0,,15.06,80.56,,,40.0,29.38,,17.5,71.06,32.0,19.75,50.69,16.62,,28.44,,11.88,23.56,17.19,32.63,,9.125,49.75,,19.5,29.81
1999-01-20,28.13,22.0,,14.87,80.0,,,40.38,29.88,,17.5,71.0,30.81,19.0,50.0,16.44,,28.81,,12.19,23.44,17.06,31.69,,8.688,48.25,,19.5,29.5
1999-01-21,29.0,21.94,,14.75,79.0,,,40.75,29.44,,17.69,71.12,31.63,19.31,50.13,16.44,,28.19,,11.69,23.44,17.13,31.88,,9.063,49.88,,18.94,30.5
1999-01-22,28.0,21.69,,14.63,80.0,,,41.25,29.5,,18.0,71.37,32.0,19.25,49.56,16.0,,27.44,,11.56,23.56,16.94,31.81,,9.063,51.5,,18.63,32.5
1999-01-25,28.25,21.13,,14.38,79.88,,,40.69,29.0,,17.69,72.0,30.5,19.0,49.0,15.88,,26.0,,11.0,23.06,16.13,31.81,,9.125,50.0,,18.13,32.94
1999-01-26,27.31,20.12,,14.25,79.5,,,40.63,29.0,,17.25,72.25,30.31,18.38,48.25,15.81,,25.37,,10.5,22.5,15.88,31.31,,9.125,48.0,,18.38,32.88
1999-01-27,26.81,20.0,,13.56,76.5,,,39.31,27.88,,16.75,71.0,29.31,17.5,48.38,15.62,,24.56,,10.06,21.69,15.75,30.63,,8.438,47.13,,17.44,33.06
1999-01-28,26.56,18.88,,13.19,75.75,,,38.88,27.44,,16.75,71.0,29.06,17.69,47.44,15.62,,23.75,,10.06,20.25,15.75,29.19,,8.0,46.44,,18.0,33.0
1999-01-29,27.06,19.25,,13.13,74.5,,,38.63,26.19,,17.25,70.25,29.69,17.56,47.5,15.5,,22.75,,9.75,19.69,15.19,29.25,,8.25,47.63,,18.81,33.0
1999-02-01,27.63,18.13,,13.13,73.69,,,38.38,25.06,,16.75,69.62,28.5,17.0,47.25,15.62,,23.0,,9.938,20.06,15.19,30.0,,8.25,47.75,,18.5,32.69
1999-02-02,27.25,18.94,,13.25,74.94,,,38.5,24.88,,15.75,68.69,28.75,17.0,47.88,15.25,,23.06,,10.13,20.94,15.0,29.0,,8.438,49.63,,18.5,32.94
1999-02-03,28.69,19.81,,13.63,76.0,,,39.69,25.44,,16.44,70.37,30.75,17.44,49.19,15.25,,23.37,,10.5,21.06,15.19,28.88,,8.563,52.44,,18.56,34.0
1999-02-04,28.56,19.69,,13.56,76.94,,,39.25,24.88,,16.5,69.81,30.0,17.5,49.06,14.88,,23.0,,10.38,21.31,15.38,29.75,,8.375,51.44,,18.25,34.94
1999-02-05,31.13,20.5,,14.13,78.88,,,40.13,25.75,,16.94,71.69,31.0,17.44,50.75,14.62,,23.94,,10.25,22.13,15.94,29.94,,8.375,53.0,,19.13,34.38
1999-02-08,30.75,20.69,,14.0,81.75,,,40.25,25.56,,17.0,72.69,31.81,17.38,51.75,14.38,,24.62,,10.5,22.13,16.13,30.13,,8.125,52.13,,19.06,36.06
1999-02-09,30.56,19.94,,13.38,79.75,,,39.44,24.75,,17.06,72.19,30.5,17.19,50.0,14.12,,23.56,,10.13,22.56,15.94,29.75,,8.0,50.38,,19.06,35.13
1999-02-10,30.69,20.06,,13.13,78.38,,,40.06,23.5,,16.69,72.56,30.06,17.0,50.69,14.0,,24.19,,10.25,21.69,15.94,29.5,,8.063,50.81,,19.25,35.56
1999-02-11,29.06,19.88,,13.31,79.31,,,39.31,22.94,,16.63,70.37,31.31,16.75,49.13,14.12,,23.5,,10.06,21.75,15.44,28.56,,7.563,51.94,,19.13,35.69
